applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided,full_name,days_since_application,experience_level,gpa_category
APP-1302B,Michael,Garcia,michael.garcia@email.com,(312) 916-7176,Online University,Computer Science,3.39,2024.0,,Marketing Intern,1.0,"Tableau, Excel",Submitted,38394.0,Flexible,True,True,5,Michael Garcia,,Beginner (0-2 years),3.0-3.4
APP1303A,Laura,Gonzalez,laura.gonzalez@email.com,+1 (886) 476-9598,Online University,Data Science,3.56,2026.0,,Ux Design Intern,0.0,"JavaScript, Machine Learning, Project Management",Under Review,39642.0,1 Month,False,False,1,Laura Gonzalez,,No Experience,3.5-4.0
APP_1304,Michelle,Rodriguez,rodriguez.michelle@email.com,(394) 295-6304,International University,Marketing,2.78,2025.0,,Research Assistant,0.0,"R, Java, Project Management, Excel, JavaScript, Communication, Data Analysis, Tableau",Under Review,37449.0,2-4 Weeks,False,False,0,Michelle Rodriguez,,No Experience,2.0-2.9
APP-1305B,Matthew,Garcia,matthew81@email.com,(286) 720-5612,Liberal Arts College,Communications,3.68,2026.0,2024-02-18,Business Analyst Intern,0.0,"Project Management, JavaScript, SQL, Tableau, Java, Machine Learning",Pending,34451.0,2 Weeks,True,True,2,Matthew Garcia,604.0,No Experience,3.5-4.0
APP_1306,Jane,Smith,smith.jane@email.com,(863) 452-4810,Private College,Engineering,3.18,2023.0,,Marketing Intern,0.0,"JavaScript, Java, Python, Tableau, PowerPoint, Project Management, SQL",Rejected,28613.0,Unknown,True,True,1,Jane Smith,,No Experience,3.0-3.4
APP1307,David,Davis,david475@email.com,(748) 818-5339,Tech Institute,Psychology,2.99,2026.0,2024-03-25,Research Assistant,2.0,"Excel, PowerPoint, Python, R, Communication, Project Management, Tableau",Accepted,32792.0,Unknown,False,False,1,David Davis,568.0,Beginner (0-2 years),2.0-2.9
APP-1308,Laura,Johnson,laura.johnson@email.com,+1 (416) 593-8253,State University,Mathematics,2.92,2025.0,,Research Assistant,3.0,"Data Analysis, Tableau",Rejected,26668.0,Immediate,False,True,4,Laura Johnson,,Intermediate (2-5 years),2.0-2.9
APP-1309A,Emily,Williams,williams.emily@email.com,(384) 792-9285,International University,Biology,3.63,2026.0,2024-02-06,Business Analyst Intern,0.0,"Java, Excel, Data Analysis",Under Review,23524.0,2 Weeks,True,False,4,Emily Williams,616.0,No Experience,3.5-4.0
APP1310,James,Hernandez,james.hernandez@email.com,(864) 417-2509,Tech Institute,Marketing,3.22,2023.0,,Software Developer Intern,0.0,"PowerPoint, SQL, Communication, JavaScript, Python, Data Analysis",Pending,28139.0,Immediate,False,True,3,James Hernandez,,No Experience,3.0-3.4
APP_1311,Sarah,Gonzalez,sarah534@email.com,(432) 939-5639,Tech Institute,Economics,3.55,2023.0,,Business Analyst Intern,5.0,"Project Management, Python, Communication, Java, Excel",Under Review,28139.0,2 Weeks,True,False,0,Sarah Gonzalez,,Intermediate (2-5 years),3.5-4.0
APP-1312B,Laura,Miller,laura692@email.com,(327) 745-1970,Online University,Computer Science,2.8,2025.0,2024-01-10,Business Analyst Intern,1.0,"R, SQL, Project Management, Java, PowerPoint, Excel, Python, JavaScript",Accepted,28139.0,2 Weeks,False,False,5,Laura Miller,643.0,Beginner (0-2 years),2.0-2.9
APP_1313B,David,Wilson,dwilson@email.com,(800) 296-4900,Tech Institute,Biology,3.84,2023.0,,Marketing Intern,0.0,"Tableau, Java, Machine Learning, Communication, PowerPoint",Under Review,36691.0,2 Weeks,True,False,1,David Wilson,,No Experience,3.5-4.0
APP_1314A,David,Williams,williams.david@email.com,(450) 751-7913,Community College,Economics,2.78,2024.0,,Software Developer Intern,3.0,"Data Analysis, PowerPoint, R, Python",Submitted,31049.0,2 Weeks,True,True,5,David Williams,,Intermediate (2-5 years),2.0-2.9
APP-1315A,Laura,Smith,laura.smith@email.com,+1 (860) 604-8148,Tech Institute,Psychology,3.31,2022.0,,Marketing Intern,1.0,"SQL, PowerPoint, Python",Accepted,30549.0,2 Weeks,True,False,2,Laura Smith,,Beginner (0-2 years),3.0-3.4
APP1316,John,Rodriguez,john.rodriguez@email.com,+1 (366) 494-3501,International University,Economics,4.0,2026.0,,Business Analyst Intern,1.0,"Project Management, Communication, Data Analysis, SQL, Python, PowerPoint, Machine Learning, Excel",Rejected,34677.0,Immediate,False,False,2,John Rodriguez,,Beginner (0-2 years),3.5-4.0
APP1317,Michelle,Smith,smith.michelle@email.com,(889) 901-1839,Public University,Business Administration,2.33,2022.0,2024-04-21,Software Developer Intern,0.0,Python,Rejected,37997.0,2 Weeks,True,False,4,Michelle Smith,541.0,No Experience,2.0-2.9
APP-1318,Daniel,Williams,dwilliams@email.com,(642) 538-2496,State University,Mathematics,2.78,2024.0,,Data Science Intern,0.0,"R, Project Management, Communication, Python, Java, Data Analysis",Rejected,19295.0,Immediate,False,True,1,Daniel Williams,,No Experience,2.0-2.9
APP-1319A,Matthew,Martinez,matthew.martinez@email.com,(538) 727-4323,State University,Economics,2.86,2023.0,,Ux Design Intern,1.0,"Java, Python",Accepted,26126.0,3 Months,True,False,5,Matthew Martinez,,Beginner (0-2 years),2.0-2.9
APP_1321,David,Williams,williams.david@email.com,+1 (211) 788-7764,Tech Institute,Data Science,3.39,2026.0,,Software Developer Intern,1.0,"Communication, SQL, Java",Accepted,24480.0,1 Month,True,False,0,David Williams,,Beginner (0-2 years),3.0-3.4
APP1322,David,Martinez,martinez.david@email.com,(564) 356-1822,Tech Institute,Marketing,2.28,2023.0,,Research Assistant,0.0,"Tableau, JavaScript, Python, Data Analysis, PowerPoint, Project Management, Java, R",Pending,18100.0,Flexible,True,False,3,David Martinez,,No Experience,2.0-2.9
APP_1323,Amanda,Johnson,amanda.johnson@email.com,+1 (446) 927-4311,International University,Mathematics,3.85,2026.0,,Ux Design Intern,0.0,"SQL, Java, Communication, Python, Machine Learning, Tableau",Under Review,28280.0,Flexible,False,False,0,Amanda Johnson,,No Experience,3.5-4.0
APP1324A,Sarah,Rodriguez,sarah42@email.com,(571) 832-5342,Private College,Marketing,3.0,2022.0,,Ux Design Intern,1.0,"SQL, JavaScript, R, Data Analysis, Java, Project Management, PowerPoint, Tableau",Submitted,24116.0,Immediate,False,False,2,Sarah Rodriguez,,Beginner (0-2 years),3.0-3.4
APP1324A,Sarah,Rodriguez,sarah421@email.com,(571) 832-5342,Private College,Marketing,3.0,2022.0,,Ux Design Intern,1.0,"SQL, JavaScript, R, Data Analysis, Java, Project Management, PowerPoint, Tableau",Submitted,24116.0,Immediate,False,False,2,Sarah Rodriguez,,Beginner (0-2 years),3.0-3.4
APP1326,Jane,Miller,jane.miller@email.com,(347) 904-2268,Online University,Psychology,3.43,2023.0,,Business Analyst Intern,0.0,"R, Data Analysis, PowerPoint, Java, Machine Learning, Tableau",Rejected,327261.0,3 Months,False,False,4,Jane Miller,,No Experience,3.0-3.4
APP_1327B,Daniel,Williams,dwilliams@email.com,(267) 544-4640,Liberal Arts College,Computer Science,3.31,2026.0,,Ux Design Intern,2.0,"SQL, Excel, R, Java",Rejected,28139.0,Immediate,False,True,2,Daniel Williams,,Beginner (0-2 years),3.0-3.4
APP_1328,Matthew,Brown,matthew.brown@email.com,+1 (261) 397-5115,Liberal Arts College,Marketing,2.92,2022.0,,Business Analyst Intern,0.0,TABLEAU,Under Review,18500.0,2-4 Weeks,False,False,1,Matthew Brown,,No Experience,2.0-2.9
APP_1329A,Emily,Brown,ebrown@email.com,(891) 307-8502,Public University,Mathematics,3.3,2022.0,,Research Assistant,0.0,"R, SQL",Rejected,36379.0,Immediate,True,False,1,Emily Brown,,No Experience,3.0-3.4
APP_1330,Matthew,Hernandez,matthew292@email.com,(984) 965-7793,Tech Institute,Data Science,3.3,2024.0,,Marketing Intern,0.0,"Java, SQL",Accepted,33716.0,Immediate,True,False,4,Matthew Hernandez,,No Experience,3.0-3.4
APP-1331,John,Brown,john.brown@email.com,+1 (608) 649-1857,Online University,Business Administration,3.17,2026.0,,Ux Design Intern,0.0,"Excel, SQL, Machine Learning, Tableau, JavaScript, Project Management",Accepted,22979.0,Unknown,False,True,4,John Brown,,No Experience,3.0-3.4
APP-1332A,Jessica,Gonzalez,jgonzalez@email.com,(592) 982-2640,State University,Psychology,1.19,2022.0,2024-04-13,Software Developer Intern,2.0,"Project Management, Tableau",Under Review,28139.0,1 Month,True,True,0,Jessica Gonzalez,549.0,Beginner (0-2 years),Below 2.0
APP1333B,David,Johnson,david588@email.com,(733) 856-4600,Liberal Arts College,Data Science,4.0,2025.0,,Business Analyst Intern,0.0,"PowerPoint, Python, R",Rejected,26794.0,2-4 Weeks,False,False,5,David Johnson,,No Experience,3.5-4.0
APP_1334,Sarah,Brown,sbrown@email.com,+1 (637) 720-9861,Community College,Computer Science,3.36,2024.0,,Data Science Intern,0.0,"Project Management, Python, Excel, JavaScript, Communication",Under Review,24911.0,Unknown,False,True,2,Sarah Brown,,No Experience,3.0-3.4
APP1335B,James,Miller,miller.james@email.com,(662) 599-1461,Community College,Marketing,2.96,2024.0,,Business Analyst Intern,0.0,"Data Analysis, Communication, Python, Excel, Project Management, PowerPoint",Under Review,38435.0,1 Month,True,False,2,James Miller,,No Experience,2.0-2.9
APP_1336B,Jessica,Jones,jjones@email.com,(364) 305-1806,Liberal Arts College,Economics,3.75,2023.0,2024-06-01,Software Developer Intern,0.0,"Python, Project Management, Excel, Data Analysis, Java, Tableau, SQL, Machine Learning",Under Review,25678.0,2-4 Weeks,True,False,1,Jessica Jones,500.0,No Experience,3.5-4.0
APP-1337,Matthew,Williams,matthew.williams@email.com,+1 (472) 977-4892,Tech Institute,Computer Science,3.59,2026.0,,Research Assistant,0.0,PowerPoint; JavaScript; Tableau; Project Management,Accepted,18048.0,2 Weeks,True,True,4,Matthew Williams,,No Experience,3.5-4.0
APP_1338,Elizabeth,Williams,elizabeth.williams@email.com,(667) 722-3499,Public University,Psychology,3.1,2022.0,,Software Developer Intern,10.0,"Excel, Project Management, PowerPoint, Machine Learning, R, Data Analysis, Python, ",Under Review,25470.0,2 Weeks,False,False,5,Elizabeth Williams,,Experienced (5+ years),3.0-3.4
APP-1339,Amanda,Miller,amiller@email.com,(648) 693-9359,Public University,Biology,4.0,2024.0,2024-03-23,Data Science Intern,2.0,Project Management; Excel; Machine Learning; Python; SQL; Java; Communication; Tableau,Submitted,35208.0,Immediate,False,False,1,Amanda Miller,570.0,Beginner (0-2 years),3.5-4.0
APP-1340A,Michael,Lopez,mlopez@email.com,+1 (642) 359-5769,Private College,Data Science,3.31,2024.0,,Software Developer Intern,3.0,SQL,Under Review,26547.0,Flexible,True,True,4,Michael Lopez,,Intermediate (2-5 years),3.0-3.4
APP1341,David,Smith,smith.david@email.com,(849) 604-1974,Liberal Arts College,Data Science,3.64,2024.0,,Data Science Intern,0.0,"Machine Learning, R, PowerPoint, Project Management, SQL, Tableau, Java, Communication, ",Under Review,16410.0,1 Month,True,True,1,David Smith,,No Experience,3.5-4.0
APP1342,Emily,Martinez,emily418@email.com,+1 (545) 586-3859,Tech Institute,Communications,3.25,2026.0,,Ux Design Intern,4.0,"Excel, ",Rejected,16837.0,Unknown,False,False,3,Emily Martinez,,Intermediate (2-5 years),3.0-3.4
APP_1343,Sarah,Wilson,sarah.wilson@email.com,+1 (763) 240-3504,Online University,Biology,3.41,2025.0,,Business Analyst Intern,1.0,PowerPoint,Under Review,34165.0,2-4 Weeks,True,False,5,Sarah Wilson,,Beginner (0-2 years),3.0-3.4
APP1344B,David,Garcia,dgarcia@email.com,(961) 418-7775,International University,Marketing,3.07,2024.0,,Ux Design Intern,0.0,"Java, Machine Learning, Excel, Tableau, Project Management, Python, Data Analysis, PowerPoint",Accepted,27495.0,Immediate,False,False,1,David Garcia,,No Experience,3.0-3.4
APP-1345,Daniel,Brown,brown.daniel@email.com,(439) 226-2581,Community College,Marketing,3.87,2026.0,,Business Analyst Intern,0.0,"R, Project Management",Under Review,31609.0,Immediate,True,False,4,Daniel Brown,,No Experience,3.5-4.0
APP1346,Laura,Lopez,lopez.laura@email.com,(614) 708-9499,International University,Business Administration,3.67,2024.0,,Data Science Intern,0.0,"R, Data Analysis, Machine Learning, SQL, Excel, PowerPoint, Python, Java",Rejected,36873.0,Flexible,False,False,2,Laura Lopez,,No Experience,3.5-4.0
APP1347,Matthew,Smith,matthew.smith@email.com,+1 (256) 945-5297,State University,Biology,3.69,2024.0,,Data Science Intern,5.0,"PowerPoint, Python, Project Management, R",Rejected,29193.0,2 Weeks,True,True,1,Matthew Smith,,Intermediate (2-5 years),3.5-4.0
APP_1348,Michael,Anderson,manderson@email.com,(289) 915-4555,Tech Institute,Business Administration,3.79,2026.0,,Business Analyst Intern,2.0,"Machine Learning, Java, Communication, PowerPoint, JavaScript",Pending,39608.0,Immediate,True,True,4,Michael Anderson,,Beginner (0-2 years),3.5-4.0
APP1349,Michael,Davis,davis.michael@email.com,(918) 928-5642,Tech Institute,Business Administration,3.31,2022.0,2024-03-17,Software Developer Intern,4.0,"JavaScript, PowerPoint, Excel, Machine Learning, Python, SQL, Java, Project Management, ",Accepted,37246.0,3 Months,False,False,4,Michael Davis,576.0,Intermediate (2-5 years),3.0-3.4
APP_1350,Jane,Wilson,wilson.jane@email.com,+1 (472) 761-6542,Liberal Arts College,Marketing,2.88,2025.0,,Research Assistant,0.0,"R, Java, SQL, Tableau, Communication",Accepted,23843.0,2 Weeks,True,False,1,Jane Wilson,,No Experience,2.0-2.9
APP1351,David,Miller,david530@email.com,+1 (626) 964-9054,Liberal Arts College,Marketing,3.72,2024.0,,Research Assistant,2.0,"Python, Communication, R, SQL, Data Analysis, Project Management, Java, JavaScript",Rejected,28139.0,Unknown,False,True,3,David Miller,,Beginner (0-2 years),3.5-4.0
APP_1353,James,Garcia,james.garcia@email.com,(528) 769-5256,Community College,Economics,3.36,2022.0,,Data Science Intern,0.0,"Python, Machine Learning, Excel, PowerPoint, Project Management",Rejected,24731.0,Immediate,False,True,3,James Garcia,,No Experience,3.0-3.4
APP_1354,Laura,Martinez,laura113@email.com,(477) 572-3643,Online University,Psychology,3.3,2024.0,,Research Assistant,0.0,"JavaScript, Communication, Project Management, Machine Learning, Java, Tableau, R",Submitted,35370.0,Immediate,False,False,3,Laura Martinez,,No Experience,3.0-3.4
APP1355,Jessica,Miller,miller.jessica@email.com,+1 (388) 782-7242,State University,Economics,3.54,2025.0,,Business Analyst Intern,0.0,"Communication, Python, PowerPoint, JavaScript, ",Pending,28139.0,2-4 Weeks,True,True,3,Jessica Miller,,No Experience,3.5-4.0
APP_1356B,David,Garcia,garcia.david@email.com,+1 (881) 827-8262,Online University,Communications,3.08,2024.0,,Research Assistant,0.0,"SQL, Machine Learning",Accepted,28658.0,Unknown,False,True,1,David Garcia,,No Experience,3.0-3.4
APP-1357,Robert,Hernandez,rhernandez@email.com,(422) 837-9223,International University,Data Science,2.81,2026.0,2024-04-20,Business Analyst Intern,0.0,"Machine Learning, ",Accepted,16806.0,2-4 Weeks,True,False,2,Robert Hernandez,542.0,No Experience,2.0-2.9
APP-1358A,James,Gonzalez,jgonzalez@email.com,(337) 232-8470,Liberal Arts College,Computer Science,3.31,2026.0,,Business Analyst Intern,2.0,Various technical skills,Pending,17295.0,2 Weeks,True,True,3,James Gonzalez,,Beginner (0-2 years),3.0-3.4
APP-1358A,James,Gonzalez,jgonzalez2@email.com,(337) 232-8470,Liberal Arts College,Computer Science,3.31,2026.0,,Business Analyst Intern,2.0,Various technical skills,Pending,17295.0,2 Weeks,True,True,3,James Gonzalez,,Beginner (0-2 years),3.0-3.4
APP1360,Michael,Rodriguez,mrodriguez@email.com,(954) 795-8401,Public University,Communications,3.17,2023.0,,Data Science Intern,0.0,"PowerPoint, SQL, Python, Project Management, Data Analysis, Java",Pending,32494.0,3 Months,True,False,4,Michael Rodriguez,,No Experience,3.0-3.4
APP_1361A,Amanda,Martinez,amartinez@email.com,(699) 965-2830,Tech Institute,Marketing,4.0,2022.0,,Data Science Intern,1.0,Tableau,Rejected,18675.0,1 Month,False,False,2,Amanda Martinez,,Beginner (0-2 years),3.5-4.0
APP_1362,James,Gonzalez,james430@email.com,+1 (595) 739-2420,Community College,Data Science,3.72,2023.0,,Ux Design Intern,0.0,"Excel, PowerPoint, SQL, Tableau",Under Review,37085.0,2-4 Weeks,True,True,3,James Gonzalez,,No Experience,3.5-4.0
APP-1363A,Matthew,Anderson,matthew.anderson@email.com,+1 (960) 843-7254,Public University,Data Science,3.27,2023.0,,Business Analyst Intern,1.0,Various technical skills,Submitted,37061.0,Unknown,True,False,3,Matthew Anderson,,Beginner (0-2 years),3.0-3.4
APP1365,James,Miller,james.miller@email.com,(511) 508-3201,Public University,Marketing,3.0,2024.0,,Research Assistant,1.0,"Communication, Java, R, SQL, ",Rejected,28139.0,2-4 Weeks,True,True,0,James Miller,,Beginner (0-2 years),3.0-3.4
APP1366,Elizabeth,Jones,jones.elizabeth@email.com,(913) 753-5394,Private College,Data Science,3.13,2022.0,,Marketing Intern,2.0,"PowerPoint, JavaScript, SQL, Data Analysis, Machine Learning, Java",Under Review,21752.0,1 Month,True,True,5,Elizabeth Jones,,Beginner (0-2 years),3.0-3.4
APP1367A,Matthew,Williams,matthew.williams@email.com,(729) 477-6436,International University,Economics,3.73,2024.0,,Data Science Intern,10.0,"JAVASCRIPT, POWERPOINT",Accepted,39151.0,2-4 Weeks,False,True,0,Matthew Williams,,Experienced (5+ years),3.5-4.0
APP-1368,Elizabeth,Wilson,elizabeth782@email.com,(262) 345-2585,Community College,Communications,2.75,2024.0,,Research Assistant,0.0,"R, JavaScript, Communication",Under Review,433406.0,Immediate,False,True,4,Elizabeth Wilson,,No Experience,2.0-2.9
APP1369A,Elizabeth,Martinez,elizabeth.martinez@email.com,(923) 222-2633,Community College,Data Science,2.94,2023.0,,Business Analyst Intern,3.0,"Tableau, PowerPoint, Excel",Under Review,22434.0,2-4 Weeks,True,False,4,Elizabeth Martinez,,Intermediate (2-5 years),2.0-2.9
APP_1370A,Michelle,Lopez,lopez.michelle@email.com,(796) 394-2299,Online University,Communications,3.56,2024.0,,Marketing Intern,0.0,"Python, Data Analysis, SQL",Under Review,28139.0,2 Weeks,False,False,5,Michelle Lopez,,No Experience,3.5-4.0
APP-1371,Jane,Lopez,jane.lopez@email.com,(904) 472-3792,Private College,Biology,3.08,2026.0,,Data Science Intern,0.0,"Communication, Excel, Data Analysis",Accepted,27303.0,Immediate,True,False,5,Jane Lopez,,No Experience,3.0-3.4
APP-1372A,Daniel,Williams,daniel.williams@email.com,(372) 332-7591,Community College,Economics,3.23,2023.0,,Data Science Intern,1.0,"Machine Learning, Tableau, Excel, Python",Under Review,32404.0,Immediate,True,False,4,Daniel Williams,,Beginner (0-2 years),3.0-3.4
APP-1373B,Jessica,Smith,jessica397@email.com,(324) 716-8717,Private College,Communications,3.31,2022.0,,Software Developer Intern,0.0,"Project Management, Python, PowerPoint, Excel, JavaScript",Rejected,24053.0,Flexible,False,True,0,Jessica Smith,,No Experience,3.0-3.4
APP1374A,David,Williams,dwilliams@email.com,(971) 238-7364,Community College,Computer Science,2.69,2022.0,2024-03-03,Marketing Intern,0.0,"Tableau, JavaScript, R, Python, PowerPoint",Accepted,26512.0,Flexible,True,False,2,David Williams,590.0,No Experience,2.0-2.9
APP-1375A,Christopher,Anderson,canderson@email.com,+1 (449) 423-9479,Liberal Arts College,Biology,2.85,2022.0,,Data Science Intern,0.0,"Machine Learning, Data Analysis, SQL, Tableau, R, PowerPoint, Project Management",Accepted,22417.0,2-4 Weeks,False,False,5,Christopher Anderson,,No Experience,2.0-2.9
APP_1376B,Amanda,Garcia,amanda.garcia@email.com,(628) 277-6012,State University,Business Administration,3.21,2022.0,2024-05-27,Ux Design Intern,1.0,Various technical skills,Submitted,25863.0,Immediate,True,False,1,Amanda Garcia,505.0,Beginner (0-2 years),3.0-3.4
APP_1377A,Amanda,Lopez,alopez@email.com,(339) 906-6181,International University,Economics,2.54,2025.0,2024-04-20,Ux Design Intern,0.0,"PowerPoint, Communication, R, Data Analysis",Accepted,18019.0,2 Weeks,False,False,2,Amanda Lopez,542.0,No Experience,2.0-2.9
APP-1379B,Jane,Miller,jane.miller@email.com,(472) 671-6039,Online University,Marketing,3.27,2026.0,,Marketing Intern,0.0,"Machine Learning, PowerPoint, JavaScript",Under Review,33995.0,Immediate,True,True,3,Jane Miller,,No Experience,3.0-3.4
APP1380,Daniel,Gonzalez,gonzalez.daniel@email.com,+1 (305) 873-8082,Community College,Business_Administration,3.31,2023.0,,Software Developer Intern,4.0,Communication; Project Management; Excel; R,Under Review,39261.0,2 Weeks,True,True,1,Daniel Gonzalez,,Intermediate (2-5 years),3.0-3.4
APP1381,Amanda,Brown,amanda.brown@email.com,(218) 225-3644,Private College,Marketing,4.0,2024.0,,Research Assistant,0.0,"Project Management, Python, SQL",Under Review,199312.0,Unknown,True,True,1,Amanda Brown,,No Experience,3.5-4.0
APP1382A,Elizabeth,Johnson,elizabeth.johnson@email.com,+1 (979) 872-5730,Tech Institute,Psychology,3.39,2022.0,,Business Analyst Intern,2.0,"Excel, PowerPoint, Tableau, SQL, Python, JavaScript",Accepted,456155.0,1 Month,False,True,3,Elizabeth Johnson,,Beginner (0-2 years),3.0-3.4
APP_1383,Laura,Wilson,laura.wilson@email.com,(322) 499-6727,Tech Institute,Communications,1.1,2022.0,2024-01-04,Ux Design Intern,2.0,Various technical skills,Under Review,34494.0,2-4 Weeks,False,True,2,Laura Wilson,649.0,Beginner (0-2 years),Below 2.0
APP1384B,Emily,Hernandez,emily687@email.com,(497) 384-3438,Liberal Arts College,Mathematics,3.31,2023.0,,Data Science Intern,1.0,"Machine Learning, Tableau, Communication, SQL",Pending,25734.0,Immediate,True,False,4,Emily Hernandez,,Beginner (0-2 years),3.0-3.4
APP-1385A,Jessica,Garcia,jessica948@email.com,(599) 814-1693,State University,Economics,3.2,2024.0,,Marketing Intern,0.0,Python,Accepted,17665.0,Immediate,True,False,2,Jessica Garcia,,No Experience,3.0-3.4
APP-1386,Christopher,Davis,davis.christopher@email.com,+1 (243) 651-8308,Liberal Arts College,Engineering,3.38,2024.0,,Data Science Intern,0.0,"Machine Learning, JavaScript, Excel, PowerPoint",Under Review,28484.0,Immediate,True,False,2,Christopher Davis,,No Experience,3.0-3.4
APP1387,Laura,Rodriguez,laura715@email.com,(334) 604-4130,Private College,Psychology,3.69,2024.0,,Business Analyst Intern,1.0,Communication; Machine Learning; JavaScript; R,Accepted,28139.0,1 Month,False,True,0,Laura Rodriguez,,Beginner (0-2 years),3.5-4.0
APP1388,Michael,Jones,mjones@email.com,(327) 676-7294,Liberal Arts College,Engineering,3.31,2023.0,,Software Developer Intern,0.0,"Tableau, Data Analysis, Java, Python, JavaScript, Excel",Under Review,30590.0,Flexible,False,True,3,Michael Jones,,No Experience,3.0-3.4
APP_1389,Michael,Garcia,michael.garcia@email.com,(869) 813-6597,International University,Engineering,3.0,2024.0,,Ux Design Intern,0.0,"Python, Machine Learning, Excel, JavaScript, Data Analysis, R",Rejected,18096.0,Flexible,True,False,3,Michael Garcia,,No Experience,3.0-3.4
APP1390B,Amanda,Anderson,amanda604@email.com,(396) 344-5524,International University,Mathematics,3.37,2022.0,,Data Science Intern,2.0,"Tableau, Data Analysis, JavaScript, R",Accepted,34412.0,Flexible,True,True,5,Amanda Anderson,,Beginner (0-2 years),3.0-3.4
,Unknown,Johnson,,,Unknown,Unknown,3.31,2022.0,,Unknown,0.0,,Unknown,28139.0,Unknown,True,False,0,Unknown Johnson,,No Experience,3.0-3.4
APP1392,Jane,Gonzalez,jgonzalez@email.com,(563) 902-9300,State University,Communications,3.37,2025.0,,Research Assistant,2.0,"Excel, Project Management",Rejected,25057.0,Flexible,False,True,3,Jane Gonzalez,,Beginner (0-2 years),3.0-3.4
APP_1393B,Emily,Williams,williams.emily@email.com,(909) 628-6339,Tech Institute,Psychology,3.31,2023.0,,Ux Design Intern,0.0,"PowerPoint, Machine Learning, R, JavaScript, Python, SQL, Tableau",Under Review,19455.0,Flexible,False,True,0,Emily Williams,,No Experience,3.0-3.4
APP-1394B,Michael,Wilson,michael.wilson@email.com,(377) 225-6566,International University,Data Science,3.4,2025.0,,Ux Design Intern,0.0,Various technical skills,Accepted,379252.0,3 Months,True,False,5,Michael Wilson,,No Experience,3.0-3.4
,Unknown,Unknown,jjohnson@email.com,,Unknown,Economics,3.31,2023.0,,Unknown,0.0,,Unknown,28139.0,Unknown,False,False,0,Unknown Unknown,,No Experience,3.0-3.4
APP1396,James,Davis,davis.james@email.com,(372) 739-9830,Private College,Marketing,3.26,2023.0,,Marketing Intern,2.0,"SQL, Tableau, Data Analysis, Project Management, PowerPoint, Machine Learning, Java",Under Review,34877.0,Unknown,True,True,1,James Davis,,Beginner (0-2 years),3.0-3.4
APP1397B,Jessica,Williams,jessica109@email.com,(534) 880-9379,International University,Mathematics,2.64,2022.0,,Software Developer Intern,0.0,"Java, PowerPoint, R, SQL, Excel, Tableau, Data Analysis, Python",Accepted,34028.0,Immediate,True,True,2,Jessica Williams,,No Experience,2.0-2.9
APP1398B,Jane,Smith,smith.jane@email.com,(609) 284-6282,Community College,Marketing,3.31,2025.0,,Data Science Intern,4.0,PowerPoint,Under Review,27699.0,Immediate,False,True,3,Jane Smith,,Intermediate (2-5 years),3.0-3.4
APP-1399A,Michael,Davis,davis.michael@email.com,(551) 709-5889,Liberal Arts College,Biology,3.31,2026.0,,Marketing Intern,0.0,"Python, Data Analysis, Communication, Project Management, Excel, Java, Tableau, R",Pending,16091.0,2-4 Weeks,False,True,1,Michael Davis,,No Experience,3.0-3.4
APP-1400B,David,Williams,david659@email.com,(551) 781-4542,Online University,Marketing,3.39,2026.0,,Software Developer Intern,0.0,"Project Management, Communication, Machine Learning, Excel, PowerPoint",Under Review,20593.0,Immediate,True,False,2,David Williams,,No Experience,3.0-3.4
APP-1401,Elizabeth,Garcia,garcia.elizabeth@email.com,(305) 852-3791,Community College,Computer Science,3.04,2024.0,2024-01-08,Marketing Intern,0.0,Various technical skills,Under Review,25618.0,Flexible,True,True,0,Elizabeth Garcia,645.0,No Experience,3.0-3.4
APP-1402B,David,Hernandez,david343@email.com,(859) 905-7980,Online University,Business Administration,3.06,2025.0,,Software Developer Intern,1.0,"Excel, Communication, Data Analysis, PowerPoint, Python, JavaScript",Pending,28139.0,2 Weeks,True,False,4,David Hernandez,,Beginner (0-2 years),3.0-3.4
APP-1403B,Laura,Wilson,wilson.laura@email.com,(663) 585-9592,Community College,Biology,3.46,2022.0,,Research Assistant,0.0,"SQL, Machine Learning, R, Project Management, Excel, Data Analysis, PowerPoint",Accepted,32882.0,Unknown,True,True,5,Laura Wilson,,No Experience,3.0-3.4
APP_1404B,James,Johnson,johnson.james@email.com,(549) 875-3189,Private College,Marketing,3.87,2022.0,,Business Analyst Intern,2.0,"Python, Project Management, Communication, SQL, Excel, R, Tableau",Under Review,20488.0,2-4 Weeks,True,True,4,James Johnson,,Beginner (0-2 years),3.5-4.0
APP1405A,Laura,Gonzalez,lgonzalez@email.com,(717) 969-5478,Liberal Arts College,Marketing,2.78,2024.0,2024-05-21,Marketing Intern,1.0,"Tableau, Data Analysis, JavaScript, SQL, PowerPoint, R",Submitted,16814.0,Immediate,True,True,5,Laura Gonzalez,511.0,Beginner (0-2 years),2.0-2.9
APP1406B,Elizabeth,Smith,elizabeth.smith@email.com,+1 (636) 269-8728,Liberal Arts College,Computer_Science,3.93,2022.0,,Ux Design Intern,0.0,"JavaScript, SQL, Communication",Under Review,30306.0,Immediate,False,False,4,Elizabeth Smith,,No Experience,3.5-4.0
