applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided
APP_1249B,Amanda,Martinez,amanda.martinez@email.com,+14899844203,Tech Institute,Computer_Science,,2026.0,02/15/2024,Data Science Intern,1.0,"PowerPoint, Data Analysis, Project Management, SQL, Tableau, JavaScript, Java", rejected ,37194,Immediate,1,False,3.0
APP_1250,Sarah,Jones,sarah.jones@email.com,374.377.9327,International University,Mathematics,1.38,2023.0,2024-03-16,Data Science Intern,0.0,"SQL, Machine Learning, JavaScript, R, Project Management, PowerPoint, Data Analysis, ",Rejected,36492,immediate,Yes,No,5.0
APP1251B,Sarah,Williams,sarah.williams@email.com,(601) 622-1711,Tech Institute,Computer Science,,2026.0,01/09/2024,Software Developer Intern,0.0,"Communication, SQL, PowerPoint, Data Analysis, Java", rejected ,31741,Immediate,True,False,5.0
APP_1252B,DAVID,Miller,david758@email.com,406-697-3380,International University,Data Science,,2022.0,2024-05-09,Software Developer Intern,0.0,"R, SQL, Tableau, Communication, PowerPoint, Python, Data Analysis, Project Management",Rejected,383741,2 weeks,No,Yes,5.0
APP-1253,Emily,Martinez,martinez.emily@email.com,327.353.1147,STATE UNIVERSITY,Economics,3.66,2026.0,"Mar 24, 2024",UX Design Intern,0.0,"Communication, JavaScript, Data Analysis",Pending,35296,Immediate,Yes,Yes,4.0
APP-1254,James,Martinez,jmartinez@email.com,945-911-6572,Public University,Computer Science,,2024.0,11-02-2024,data science intern,1.0,"Machine Learning, Project Management, Communication, PowerPoint, Python, JavaScript, SQL",Rejected,20606,1 month,1,YES,2.0
APP1255B,Daniel,Smith,daniel.smith@email.com,438-868-6615,International University,Economics,3.4,2022.0,04/19/2024,Marketing Intern,1.0,"Machine Learning, Tableau, JavaScript",Under Review,28715,Flexible,0,no,2.0
APP1256,Amanda ,Brown,amanda .brown@email.com,667.344.6554,COMMUNITY COLLEGE,Engineering,3.49,2025.0,09-02-2024,Data Science Intern,3.0,"Communication, JavaScript, Tableau, PowerPoint, Project Management, Python",Under Review,35516,1 month,0,True,1.0
APP_1257,Laura,Smith,LAURA.SMITH@EMAIL.COM,(446) 845-9823,Online University,Psychology,4.38,2022.0,2024-05-05,Data Science Intern,0.0,"MACHINE LEARNING, R, JAVA, TABLEAU",Rejected,25861,Flexible,False,No,3.0
APP-1258B,Sarah,Garcia,sgarcia@email.com,500.890.9487,Community College,Marketing,3.16,2025.0,2024-05-13,research assistant,2.0,"Tableau, Python, Excel, Project Management, Machine Learning, R, Data Analysis",ACCEPTED,32470,Flexible,Yes,YES,0.0
APP1259,James,Jones,jjones@email.com,(627) 506-4043,Community College,Marketing,3.41,2023.0,29-05-2024,Data Science Intern,0.0,"POWERPOINT, PROJECT MANAGEMENT, EXCEL, SQL, MACHINE LEARNING, R, JAVASCRIPT, TABLEAU",Pending,25579,immediate,1,YES,2.0
APP_1260B,Sarah,Lopez,sarah.lopez@email.com,(670) 900-5129,State University,Engineering,3.25,2022.0,01/21/2024,UX Design Intern,5.0,"Tableau, SQL, R, Java, PowerPoint, Machine Learning, Data Analysis, Python",Accepted,19629,Unknown,True,Yes,3.0
APP_1261,MICHAEL,Anderson,manderson@email.com,522.413.5065,Community College,Biology,2.83,2025.0,19-04-2024,Software Developer Intern,0.0,"Python, R, Excel",Under Review,16865,2-4 weeks ,False,no,4.0
APP1262B,Emily,brown,brown.emily@email.com,(336) 548-1549,Liberal Arts College,Marketing,3.4,2022.0,05/31/2024,Software Developer Intern,0.0,Various technical skills,Accepted,19639,Unknown,False,no,3.0
,,,lopez.robert@email.com,826-957-8552,,,,2022.0,,Business Analyst Intern,0.0,,,,,,,
APP_1264B,Michael,Davis,michael133@email.com,(267) 841-3989,Community College,Biology,3.56,2025.0,"Feb 14, 2024",Business Analyst Intern,0.0,"SQL, Java, R, Machine Learning",In Process,23892,3 months,True,YES,4.0
APP-1265A,Jessica,Miller,miller.jessica@email.com,+17477239471,Community College,Marketing,,2024.0,"Apr 14, 2024",Data Science Intern,1.0,"COMMUNICATION, JAVASCRIPT, MACHINE LEARNING, TABLEAU, EXCEL, PROJECT MANAGEMENT, PYTHON",ACCEPTED,28911,immediate,1,True,4.0
APP-1266A,Jessica,Anderson,jessica36@email.com,(856) 321-9548,Community College,Marketing,3.01,2026.0,16-01-2024,Data Science Intern,1.0,Various technical skills,Rejected,36187,Immediate,False,True,5.0
APP1267A,Michelle,brown,brown.michelle@email.com,(841) 708-2085,Public University,Business Administration,3.72,2022.0,02/12/2024,Data Science Intern,5.0,"Python, Machine Learning, Data Analysis, SQL",Pending,26459,3 months,1,,0.0
APP_1268,Emily,davis,emily.davis@email.com,451-335-4591,Public University,Engineering,3.39,2022.0,03/11/2024,Software Developer Intern,0.0,PowerPoint,Submitted,15747, ASAP,True,,2.0
APP1269,Robert,Jones,robert26@email.com,(476) 459-6887,Public University,Data Science,3.51,2023.0,02/16/2024,UX Design Intern,1.0,"PowerPoint, Python, Data Analysis, Machine Learning, R, Java, SQL, Tableau", rejected ,27259,immediate,Yes,True,4.0
APP-1270A,John,Anderson,john.anderson@email.com,267.876.3138,State University,Engineering,3.56,2024.0,"Apr 09, 2024",UX Design Intern,4.0,JavaScript,Accepted,26903,2-4 weeks ,1,Yes,4.0
APP_1271,Amanda,Anderson,anderson.amanda@email.com,(585) 458-4861,State University,Engineering,3.22,2023.0,03/05/2024,Business Analyst Intern,2.0,"Excel, Python, Java",Under Review,22813,3 months,Yes,,3.0
APP1272B,Emily,Garcia,garcia.emily@email.com,+17826563888,Community College ,Mathematics,2.37,2024.0,04/24/2024,UX Design Intern,0.0,"Communication, PowerPoint, R, Machine Learning, Project Management, Python, Tableau",ACCEPTED,,immediate,No,no,5.0
APP1272B,Emily,Garcia,garcia.emily7@email.com,+17826563888,Community College ,Mathematics,2.37,2024.0,04/24/2024,UX Design Intern,0.0,"Communication, PowerPoint, R, Machine Learning, Project Management, Python, Tableau",ACCEPTED,,immediate,No,no,5.0
,,,,,,,,2022.0,06/01/2024,Software Developer Intern,2.0,,,,2-4 weeks ,,,
APP_1275,Sarah,Rodriguez,srodriguez@email.com,(945) 551-5267,State University,Mathematics,3.25,2024.0,02-01-2024,Business Analyst Intern,1.0,"Machine Learning, Project Management",Submitted,23074,Flexible,True,False,2.0
APP-1276A,Jessica,Brown,jbrown@email.com,(963) 736-1966,Online University,Biology,3.8,2026.0,"Feb 16, 2024",ux design intern,1.0,Excel,Pending,18563,1 month,Yes,False,2.0
APP_1277,Christopher,Brown,cbrown@email.com,(998) 659-1667,Online University,Economics,3.7,2026.0,2024-01-06,Software Developer Intern,,"Tableau, SQL, Project Management, R",Rejected,,3 months,1,no,4.0
APP-1278,Robert ,Miller,robert 814@email.com,+16207706580,Tech Institute,Psychology,4.0,2023.0,2024-03-20,Software Developer Intern,1.0,"Python, Project Management, Machine Learning, Java",review,15864,2-4 weeks ,No,no,2.0
APP-1279B,Jessica,Lopez,jessica.lopez@email.com,692-300-6199,Private College,Business Administration,3.2,2025.0,01/17/2024,Marketing Intern,1.0,"MACHINE LEARNING, JAVA, PYTHON, R, SQL, POWERPOINT, COMMUNICATION, TABLEAU",Under Review,36352,immediate,1,,3.0
APP1280B,MATTHEW,Jones,matthew500@email.com,+13122138639,COMMUNITY COLLEGE,Computer_Science,3.14,2025.0,"May 17, 2024",Marketing Intern,0.0,"Python, Project Management, Excel",Pending,21591, ASAP,False,YES,2.0
APP1281A,DAVID,lopez,lopez.david@email.com,(783) 431-3621,LIBERAL ARTS COLLEGE,Psychology,3.0,2024.0,24-02-2024,Marketing Intern,2.0,"SQL, Python, Machine Learning, Communication, PowerPoint, Excel, Tableau",ACCEPTED,18910,2-4 weeks ,True,Yes,3.0
APP_1282B,Matthew,davis,matthew.davis@email.com,885-823-7837,Tech Institute,Computer Science,2.94,2026.0,"Apr 23, 2024",Research Assistant,4.0,Machine Learning,Accepted,,2 weeks,True,True,5.0
APP_1283A,Michelle,Smith,smith.michelle@email.com,819.929.8965,Community College,Marketing,3.03,2026.0,02/23/2024,Business Analyst Intern,0.0,"R, Communication, JavaScript, Machine Learning, Data Analysis, SQL, Python, PowerPoint",ACCEPTED,19178,2-4 weeks ,False,False,0.0
APP_1283A,Michelle,Smith,smith.michelle4@email.com,819.929.8965,Community College,Marketing,3.03,2026.0,02/23/2024,Business Analyst Intern,0.0,"R, Communication, JavaScript, Machine Learning, Data Analysis, SQL, Python, PowerPoint",ACCEPTED,19178,2-4 weeks ,False,False,0.0
APP-1285,Matthew,Lopez,matthew990@email.com,(417) 767-1868,International University,Economics,3.68,2025.0,Pending,Research Assistant,,"Python, SQL",Under Review,,1 month,No,False,0.0
APP1286A,Michael,Hernandez,michael438@email.com,(642) 929-6363,Online University,Psychology,3.51,2025.0,07-03-2024,Data Science Intern,0.0,"Communication, PowerPoint",ACCEPTED,21647,3 months,False,no,1.0
APP1287,James,Gonzalez,james.gonzalez@email.com,377.920.2659,Private College,Mathematics,3.51,2026.0,02/17/2024,software developer intern,0.0,"Excel, SQL, Tableau, Project Management",Under Review,26052,Unknown,No,Yes,0.0
APP-1288A,Daniel,Davis,daniel512@email.com,(957) 750-1386,Online University,Marketing,5.48,2024.0,02/04/2024,Research Assistant,2.0,SQL,ACCEPTED,22473,Flexible,No,,3.0
APP-1289,Emily,Brown,ebrown@email.com,+18377059143,Online University ,Communications,,2023.0,2024-01-22,UX Design Intern,2.0,"Data Analysis, SQL, PowerPoint",Pending,21522,Unknown,1,YES,5.0
APP1290A,Daniel,Rodriguez,rodriguez.daniel@email.com,+13979058384,Tech Institute,Biology,3.59,2022.0,05/04/2024,Research Assistant,1.0,"PowerPoint, Tableau, Java, Data Analysis, R", rejected ,372296,2 weeks,True,YES,1.0
APP1291A,Matthew,Smith,smith.matthew@email.com,(744) 598-7247,Public University,Economics,,2024.0,2023-02-19,Marketing Intern,2.0,"Data Analysis, Tableau, Excel, Java", rejected ,16871,3 months,False,YES,0.0
APP1292,Daniel,Wilson,daniel.wilson at email.com,244-301-3175,Private College,Computer Science,3.44,2026.0,05/15/2024,Business Analyst Intern,0.0,Various technical skills, rejected ,27601,1 month,Yes,,0.0
APP-1293B,Matthew,Davis,mdavis@email.com,402-785-6284,Tech Institute,Mathematics,3.73,2025.0,01/26/2024,Business Analyst Intern,1.0,"Machine Learning, PowerPoint, Data Analysis, Tableau, Project Management, R, Java",Submitted,34599, ASAP,Yes,No,0.0
APP_1294A,Amanda,Rodriguez,amanda.rodriguez@email.com,717-491-3272,Community College,Psychology,3.23,2022.0,2024-05-21,Data Science Intern,0.0,"JavaScript, Project Management, Machine Learning, SQL, PowerPoint, Communication, Python, Tableau",Under Review,20496, ASAP,True,True,5.0
APP_1294A,Amanda,Rodriguez,amanda.rodriguez3@email.com,717-491-3272,Community College,Psychology,3.23,2022.0,2024-05-21,Data Science Intern,0.0,"JavaScript, Project Management, Machine Learning, SQL, PowerPoint, Communication, Python, Tableau",Under Review,20496, ASAP,True,True,5.0
APP1296B,David,Martinez,martinez.david@email.com,877-594-7932,PUBLIC UNIVERSITY,Biology,2.28,2024.0,06/24/2024,Marketing Intern,0.0,"Tableau, Java, SQL, JavaScript",Pending,26510,2 weeks,False,No,4.0
APP-1297B,Daniel,Williams,williams.daniel@email.com,307.445.6063,Tech Institute,Data Science,3.34,2022.0,03/26/2024,UX Design Intern,4.0,"R, PYTHON, DATA ANALYSIS, PROJECT MANAGEMENT, JAVA, POWERPOINT, EXCEL",In Process,37133,Immediate,No,no,4.0
APP-1298,Christopher,Jones,christopher.jones@email.com,416.511.1633,Liberal Arts College,Data Science,3.25,2026.0,"Apr 09, 2024",Research Assistant,0.0,"Java, Machine Learning, Python", rejected ,38613,2-4 weeks ,1,False,2.0
APP1299B,David,hernandez,david.hernandez@email.com,(567) 375-7488,Private College,Psychology,1.34,2023.0,2024-01-06,Business Analyst Intern,45.0,Various technical skills,In Process,38958,1 month,1,no,2.0
APP1300B,Daniel,Jones,daniel640@email.com,587.416.2804,Community College,Mathematics,,2023.0,"Mar 07, 2024",Software Developer Intern,4.0,"SQL, Tableau, JavaScript, R, Communication, Excel, Project Management, Java",Accepted,19983,immediate,True,Yes,5.0
APP1301,Amanda,Williams,williams.amanda@email.com,(442) 467-7179,Tech Institute,Economics,2.54,2022.0,2024-05-16,Marketing Intern,0.0,"Excel, SQL, Project Management, JavaScript, Machine Learning, Communication, Data Analysis, R",In Process,17728,2-4 weeks ,Yes,True,2.0
APP-1302B,Michael,Garcia,michael.garcia@email.com,312.916.7176,Online University,Computer Science,3.39,2024.0,"Feb 02, 2024",marketing intern,1.0,"Tableau, Excel",Submitted,38394,Flexible,Yes,Yes,5.0
APP1303A,Laura,Gonzalez,laura.gonzalez@email.com,+18864769598,Online University,Data Science,3.56,2026.0,07-05-2024,UX Design Intern,0.0,"JavaScript, Machine Learning, Project Management",In Process,39642,1 month,0,,1.0
APP_1304,MICHELLE,Rodriguez,rodriguez.michelle@email.com,(394) 295-6304,International University,Marketing,2.78,2025.0,"Feb 16, 2024",Research Assistant,0.0,"R, Java, Project Management, Excel, JavaScript, Communication, Data Analysis, Tableau",Under Review,37449,2-4 weeks ,0,,0.0
APP-1305B,Matthew,Garcia,matthew81 at email.com,286-720-5612,Liberal Arts College,Communications,3.68,2026.0,2024-02-18,Business Analyst Intern,0.0,"Project Management, JavaScript, SQL, Tableau, Java, Machine Learning",Pending,34451,2 weeks,True,YES,2.0
APP_1306,Jane,Smith,smith.jane@email.com,863.452.4810,Private College,Engineering,3.18,2023.0,06/18/2024,Marketing Intern,0.0,"JavaScript, Java, Python, Tableau, PowerPoint, Project Management, SQL", rejected ,28613,Unknown,True,YES,1.0
APP1307,David,Davis,david475@email.com,748-818-5339,Tech Institute,Psychology,2.99,2026.0,2024-03-25,Research Assistant,2.0,"Excel, PowerPoint, Python, R, Communication, Project Management, Tableau",Accepted,32792,Unknown,False,No,1.0
APP-1308,Laura,Johnson,laura.johnson@email.com,+14165938253,State University,Mathematics,2.92,2025.0,05/08/2024,Research Assistant,3.0,"Data Analysis, Tableau", rejected ,26668, ASAP,False,True,4.0
APP-1309A,Emily,Williams,williams.emily@email.com,384-792-9285,International University,Biology,3.63,2026.0,2024-02-06,Business Analyst Intern,0.0,"Java, Excel, Data Analysis",review,23524,2 weeks,Yes,,4.0
APP1310,James,Hernandez,JAMES.HERNANDEZ@EMAIL.COM,(864) 417-2509,Tech Institute,Marketing,3.22,2023.0,Pending,Software Developer Intern,0.0,"PowerPoint, SQL, Communication, JavaScript, Python, Data Analysis",Pending,Negotiable,immediate,No,Yes,3.0
APP_1311,Sarah,Gonzalez,sarah534@email.com,432.939.5639,Tech Institute,Economics,3.55,2023.0,"Jan 07, 2024",Business Analyst Intern,5.0,"Project Management, Python, Communication, Java, Excel",In Process,Negotiable,2 weeks,Yes,,0.0
APP-1312B,Laura ,Miller,laura 692@email.com,327-745-1970,Online University,Computer Science,2.8,2025.0,2024-01-10,Business Analyst Intern,1.0,"R, SQL, Project Management, Java, PowerPoint, Excel, Python, JavaScript",Accepted,,2 weeks,False,False,5.0
APP_1313B,David,Wilson,dwilson@email.com,(800) 296-4900,Tech Institute,Biology,3.84,2023.0,06/21/2024,Marketing Intern,0.0,"Tableau, Java, Machine Learning, Communication, PowerPoint",Under Review,36691,2 weeks,1,False,1.0
APP_1314A,David,Williams,williams.david@email.com,450.751.7913,Community College,Economics,2.78,2024.0,03/03/2024,Software Developer Intern,3.0,"Data Analysis, PowerPoint, R, Python",Submitted,31049,2 weeks,True,Yes,5.0
APP-1315A,Laura,Smith,LAURA.SMITH@EMAIL.COM,+18606048148,Tech Institute,Psychology,,2022.0,03/11/2024,Marketing Intern,1.0,"SQL, PowerPoint, Python",ACCEPTED,30549,2 weeks,1,No,2.0
APP1316,John,Rodriguez,john.rodriguez@email.com,+13664943501,International University,Economics,4.0,2026.0,"Mar 10, 2024",Business Analyst Intern,1.0,"Project Management, Communication, Data Analysis, SQL, Python, PowerPoint, Machine Learning, Excel",Rejected,34677, ASAP,No,False,2.0
APP1317,Michelle,Smith,smith.michelle@email.com,889.901.1839,Public University,Business Administration,2.33,2022.0,2024-04-21,Software Developer Intern,0.0,Python,Rejected,37997,2 weeks,1,False,4.0
APP-1318,Daniel,williams,dwilliams@email.com,642-538-2496,STATE UNIVERSITY,Mathematics,2.78,2024.0,"Jan 21, 2024",Data Science Intern,,"R, Project Management, Communication, Python, Java, Data Analysis",Rejected,19295,immediate,0,YES,1.0
APP-1319A,Matthew,Martinez,matthew.martinez@email.com,538-727-4323,State University,Economics,2.86,2023.0,08-03-2024,UX Design Intern,1.0,"Java, Python",ACCEPTED,26126,3 months,Yes,False,5.0
APP-1319A,Matthew,Martinez,matthew.martinez@email.com,538-727-4323,State University,Economics,2.86,2023.0,08-03-2024,UX Design Intern,1.0,"Java, Python",ACCEPTED,26126,3 months,Yes,False,5.0
APP_1321,David ,Williams,williams.david @email.com,+12117887764,Tech Institute,Data Science,3.39,2026.0,01/10/2024,Software Developer Intern,1.0,"Communication, SQL, Java",Accepted,24480,1 month,Yes,no,0.0
APP1322,David,martinez,MARTINEZ.DAVID@EMAIL.COM,564-356-1822,Tech Institute,Marketing,2.28,2023.0,05/06/2023,Research Assistant,0.0,"Tableau, JavaScript, Python, Data Analysis, PowerPoint, Project Management, Java, R",Pending,18100,Flexible,True,No,3.0
APP_1323,Amanda,Johnson,amanda.johnson@email.com,+14469274311,INTERNATIONAL UNIVERSITY,Mathematics,3.85,2026.0,09-05-2024,UX Design Intern,,"SQL, Java, Communication, Python, Machine Learning, Tableau",Under Review,28280,Flexible,No,,0.0
APP1324A,Sarah,Rodriguez,sarah42@email.com,(571) 832-5342,Private College,Marketing,3.0,2022.0,"Feb 17, 2024",UX Design Intern,1.0,"SQL, JavaScript, R, Data Analysis, Java, Project Management, PowerPoint, Tableau",Submitted,24116, ASAP,No,No,2.0
APP1324A,Sarah,Rodriguez,sarah421@email.com,(571) 832-5342,Private College,Marketing,3.0,2022.0,"Feb 17, 2024",UX Design Intern,1.0,"SQL, JavaScript, R, Data Analysis, Java, Project Management, PowerPoint, Tableau",Submitted,24116, ASAP,No,No,2.0
APP1326,Jane,Miller,jane.miller@email.com,347-904-2268,Online University,Psychology,3.43,2023.0,"Jun 24, 2024",Business Analyst Intern,0.0,"R, Data Analysis, PowerPoint, Java, Machine Learning, Tableau", rejected ,327261,3 months,No,False,4.0
APP_1327B,Daniel,Williams,dwilliams@email.com,267-544-4640,Liberal Arts College,Computer Science,,2026.0,10-06-2024,UX Design Intern,2.0,"SQL, Excel, R, Java",Rejected,,immediate,False,YES,2.0
APP_1328,Matthew,Brown,matthew.brown@email.com,+12613975115,Liberal Arts College,Marketing,2.92,2022.0,02/08/2024,Business Analyst Intern,0.0,TABLEAU,review,18500,2-4 weeks ,False,,1.0
APP_1329A,Emily,Brown,ebrown@email.com,(891) 307-8502,Public University ,Mathematics,3.3,2022.0,01/05/2024,Research Assistant,0.0,"R, SQL", rejected ,36379, ASAP,Yes,no,1.0
APP_1330,Matthew,Hernandez,matthew292@email.com,(984) 965-7793,Tech Institute,Data Science,3.3,2024.0,04/15/2024,Marketing Intern,0.0,"Java, SQL",ACCEPTED,33716,Immediate,1,no,4.0
APP-1331,JOHN,Brown,john.brown@email.com,+16086491857,Online University,Business Administration,3.17,2026.0,"Jan 04, 2024",UX Design Intern,,"Excel, SQL, Machine Learning, Tableau, JavaScript, Project Management",ACCEPTED,22979,Unknown,False,YES,4.0
APP-1332A,Jessica,Gonzalez,jgonzalez@email.com,(592) 982-2640,State University,Psychology,1.19,2022.0,2024-04-13,Software Developer Intern,2.0,"Project Management, Tableau",Under Review,,1 month,True,True,0.0
APP1333B,David,Johnson,david588@email.com,(733) 856-4600,Liberal Arts College,Data Science,4.93,2025.0,02/12/2024,Business Analyst Intern,0.0,"PowerPoint, Python, R", rejected ,26794,2-4 weeks ,No,no,5.0
APP_1334,Sarah,Brown,sbrown@email.com,+16377209861,Community College,Computer Science,3.36,2024.0,Pending,data science intern,0.0,"Project Management, Python, Excel, JavaScript, Communication",In Process,24911,Unknown,0,True,2.0
APP1335B,JAMES,Miller,miller.james@email.com,(662) 599-1461,Community College,Marketing,2.96,2024.0,04/14/2024,Business Analyst Intern,0.0,"Data Analysis, Communication, Python, Excel, Project Management, PowerPoint",Under Review,38435,1 month,Yes,,2.0
APP_1336B,Jessica,Jones,jjones@email.com,364.305.1806,Liberal Arts College ,Economics,3.75,2023.0,2024-06-01,Software Developer Intern,0.0,"Python, Project Management, Excel, Data Analysis, Java, Tableau, SQL, Machine Learning",In Process,25678,2-4 weeks ,1,,1.0
APP-1337,Matthew,Williams,matthew.williams@email.com,+14729774892,Tech Institute,Computer Science,3.59,2026.0,"Mar 04, 2024",Research Assistant,0.0,PowerPoint; JavaScript; Tableau; Project Management,Accepted,18048,2 weeks,Yes,YES,4.0
APP_1338,Elizabeth,Williams,elizabeth.williams@email.com,667-722-3499,Public University,Psychology,3.1,2022.0,04/03/2024,Software Developer Intern,23.0,"Excel, Project Management, PowerPoint, Machine Learning, R, Data Analysis, Python, ",Under Review,25470,2 weeks,False,False,5.0
APP-1339,Amanda,Miller,amiller@email.com,648.693.9359,Public University ,Biology,5.3,2024.0,2024-03-23,Data Science Intern,2.0,Project Management; Excel; Machine Learning; Python; SQL; Java; Communication; Tableau,Submitted,35208, ASAP,False,no,1.0
APP-1340A,MICHAEL,Lopez,mlopez@email.com,+16423595769,Private College,Data Science,,2024.0,18-05-2024,Software Developer Intern,3.0,SQL,Under Review,26547,Flexible,1,YES,4.0
APP1341,David,Smith,smith.david@email.com,(849) 604-1974,Liberal Arts College ,Data Science,3.64,2024.0,10-05-2024,Data Science Intern,0.0,"Machine Learning, R, PowerPoint, Project Management, SQL, Tableau, Java, Communication, ",review,16410,1 month,Yes,Yes,1.0
APP1342,Emily,Martinez,emily418@email.com,+15455863859,Tech Institute,Communications,3.25,2026.0,04-05-2024,UX Design Intern,4.0,"Excel, ", rejected ,16837,Unknown,No,,3.0
APP_1343,Sarah,Wilson,sarah.wilson@email.com,+17632403504,Online University,Biology,3.41,2025.0,06/07/2024,Business Analyst Intern,1.0,PowerPoint,In Process,34165,2-4 weeks ,Yes,False,5.0
APP1344B,David,Garcia,dgarcia@email.com,961-418-7775,International University,Marketing,3.07,2024.0,05/04/2024,UX Design Intern,0.0,"Java, Machine Learning, Excel, Tableau, Project Management, Python, Data Analysis, PowerPoint",Accepted,27495,Immediate,0,no,1.0
APP-1345,DANIEL,Brown,brown.daniel@email.com,439.226.2581,Community College,Marketing,3.87,2026.0,24-02-2023,Business Analyst Intern,0.0,"R, Project Management",Under Review,31609,Immediate,True,,4.0
APP1346,LAURA,Lopez,lopez.laura@email.com,614-708-9499,International University,Business Administration,3.67,2024.0,06-04-2024,Data Science Intern,0.0,"R, Data Analysis, Machine Learning, SQL, Excel, PowerPoint, Python, Java",Rejected,36873,Flexible,No,No,2.0
APP1347,Matthew,Smith,matthew.smith@email.com,+12569455297,State University,Biology,3.69,2024.0,09-02-2024,Data Science Intern,5.0,"PowerPoint, Python, Project Management, R",Rejected,29193,2 weeks,1,YES,1.0
APP_1348,Michael,Anderson,manderson@email.com,289-915-4555,Tech Institute,Business Administration,3.79,2026.0,16-05-2024,Business Analyst Intern,2.0,"Machine Learning, Java, Communication, PowerPoint, JavaScript",Pending,39608, ASAP,Yes,Yes,4.0
APP1349,Michael,Davis,davis.michael@email.com,(918) 928-5642,Tech Institute,Business Administration,,2022.0,2024-03-17,Software Developer Intern,4.0,"JavaScript, PowerPoint, Excel, Machine Learning, Python, SQL, Java, Project Management, ",ACCEPTED,37246,3 months,No,No,4.0
APP_1350,Jane,Wilson,wilson.jane@email.com,+14727616542,Liberal Arts College,Marketing,2.88,2025.0,"May 09, 2024",Research Assistant,0.0,"R, Java, SQL, Tableau, Communication",Accepted,23843,2 weeks,1,No,1.0
APP1351,David,Miller,david530 at email.com,+16269649054,Liberal Arts College,Marketing,3.72,2024.0,03/18/2024,Research Assistant,2.0,"Python, Communication, R, SQL, Data Analysis, Project Management, Java, JavaScript",Rejected,Negotiable,Unknown,0,True,3.0
APP1351,David,Miller,david530 at email.com,+16269649054,Liberal Arts College,Marketing,3.72,2024.0,03/18/2024,Research Assistant,2.0,"Python, Communication, R, SQL, Data Analysis, Project Management, Java, JavaScript",Rejected,Negotiable,Unknown,0,True,3.0
APP_1353,James,Garcia,james.garcia@email.com,528.769.5256,Community College,Economics,3.36,2022.0,20-04-2024,Data Science Intern,0.0,"Python, Machine Learning, Excel, PowerPoint, Project Management",Rejected,24731,Immediate,0,YES,3.0
APP_1354,Laura,Martinez,laura113@email.com,(477) 572-3643,Online University,Psychology,3.3,2024.0,01/21/2024,Research Assistant,0.0,"JavaScript, Communication, Project Management, Machine Learning, Java, Tableau, R",Submitted,35370,Immediate,False,No,3.0
APP1355,Jessica,Miller,miller.jessica@email.com,+13887827242,State University,Economics,3.54,2025.0,22-03-2023,Business Analyst Intern,0.0,"Communication, Python, PowerPoint, JavaScript, ",Pending,,2-4 weeks ,1,YES,3.0
APP_1356B,David,Garcia,garcia.david@email.com,+18818278262,Online University,Communications,3.08,2024.0,"Jun 24, 2024",research assistant,0.0,"SQL, Machine Learning",ACCEPTED,28658,Unknown,No,YES,1.0
APP-1357,Robert,Hernandez,rhernandez@email.com,422-837-9223,International University,Data Science,2.81,2026.0,2024-04-20,Business Analyst Intern,0.0,"Machine Learning, ",Accepted,16806,2-4 weeks ,1,False,2.0
APP-1358A,James,Gonzalez,jgonzalez@email.com,(337) 232-8470,LIBERAL ARTS COLLEGE,Computer Science,,2026.0,02/26/2024,Business Analyst Intern,2.0,Various technical skills,Pending,17295,2 weeks,Yes,True,3.0
APP-1358A,James,Gonzalez,jgonzalez2@email.com,(337) 232-8470,LIBERAL ARTS COLLEGE,Computer Science,,2026.0,02/26/2024,Business Analyst Intern,2.0,Various technical skills,Pending,17295,2 weeks,Yes,True,3.0
APP1360,Michael,Rodriguez,mrodriguez@email.com,(954) 795-8401,Public University,Communications,3.17,2023.0,"Feb 25, 2024",Data Science Intern,0.0,"PowerPoint, SQL, Python, Project Management, Data Analysis, Java",Pending,32494,3 months,True,No,4.0
APP_1361A,Amanda,Martinez,amartinez@email.com,(699) 965-2830,Tech Institute,Marketing,4.32,2022.0,"Jun 06, 2024",Data Science Intern,1.0,Tableau, rejected ,18675,1 month,No,No,2.0
APP_1362,JAMES,Gonzalez,james430@email.com,+15957392420,Community College,Data Science,3.72,2023.0,05/12/2024,UX Design Intern,0.0,"Excel, PowerPoint, SQL, Tableau",Under Review,37085,2-4 weeks ,True,True,3.0
APP-1363A,MATTHEW,Anderson,matthew.anderson at email.com,+19608437254,Public University,Data Science,3.27,2023.0,01/29/2024,Business Analyst Intern,1.0,Various technical skills,Submitted,37061,Unknown,Yes,No,3.0
APP-1363A,MATTHEW,Anderson,matthew.anderson at email.com,+19608437254,Public University,Data Science,3.27,2023.0,01/29/2024,Business Analyst Intern,1.0,Various technical skills,Submitted,37061,Unknown,Yes,No,3.0
APP1365,James,Miller,james.miller@email.com,511-508-3201,Public University,Marketing,3.0,2024.0,"Mar 22, 2024",Research Assistant,1.0,"Communication, Java, R, SQL, ", rejected ,,2-4 weeks ,1,Yes,0.0
APP1366,Elizabeth,Jones,jones.elizabeth@email.com,(913) 753-5394,Private College,Data Science,3.13,2022.0,06/18/2024,Marketing Intern,2.0,"PowerPoint, JavaScript, SQL, Data Analysis, Machine Learning, Java",review,21752,1 month,1,True,5.0
